# NEA PSCompPars snapshot, regenerated 2026-05-13 00:30 UTC
# Source: NASA Exoplanet Archive Composite Parameters (DOI: 10.26133/NEA13)
# Count: 6286 planets
# Columns: pl_name | hostname | st_teff | st_logg | st_met (tab-separated)
# Used by sco-ldc as a fallback when the live NEA fetch fails.
EPIC 201238110 b	EPIC 201238110	3587.0	4.77613	
EPIC 201427007 b	EPIC 201427007	5633.0	4.4	-0.053
EPIC 201497682 b	EPIC 201497682	4991.0	4.63444	-0.0892
EPIC 201595106 b	EPIC 201595106	5679.0	4.435	0.01
EPIC 201615463 c	K2-166	5960.0	4.09	0.09
EPIC 201754305 d	K2-16	4761.0	4.629	-0.33
EPIC 201757695.02	EPIC 201757695	4520.0	4.659	-0.003
EPIC 201833600 c	K2-50	4326.0	4.742	-0.1132
EPIC 201841433 b	EPIC 201841433	5053.0	4.595	0.0
EPIC 205950854 c	K2-168	5502.7	4.46	-0.13
EPIC 206024342 b	EPIC 206024342	5724.0	4.5	-0.22
EPIC 206024342 c	EPIC 206024342	5724.0	4.5	-0.22
EPIC 206024342 d	EPIC 206024342	5724.0	4.5	-0.22
EPIC 206032309 b	EPIC 206032309	3489.0	4.8514	
EPIC 206042996 b	EPIC 206042996	4114.0	4.8	0.006
EPIC 206042996 c	EPIC 206042996	4114.0	4.8	0.006
EPIC 206215704 b	EPIC 206215704	3297.0	4.9	-0.33
EPIC 206317286 b	EPIC 206317286	4752.0	4.596	0.019
EPIC 206317286 c	EPIC 206317286	4752.0	4.596	0.019
EPIC 211822797 b	EPIC 211822797	4057.0	4.7	0.2
EPIC 211945201 b	EPIC 211945201	6069.0	4.22	0.1
EPIC 212297394 b	EPIC 212297394	5171.0	4.55	-0.03
EPIC 212297394 c	EPIC 212297394	5171.0	4.55	-0.03
EPIC 212424622 b	EPIC 212424622	5782.33	4.29996	
EPIC 212499991 b	EPIC 212499991	4982.79	4.61492	
EPIC 212587672 b	EPIC 212587672	6004.0	4.45	-0.18
EPIC 212587672 c	EPIC 212587672	6004.0	4.45	-0.18
EPIC 212624936 b	EPIC 212624936	5765.0	4.4	-0.39
EPIC 212624936 c	EPIC 212624936	5765.0	4.4	-0.39
EPIC 212737443 b	EPIC 212737443	4684.0	4.622	-0.137
EPIC 212737443 c	EPIC 212737443	4684.0	4.622	-0.137
EPIC 220492298 b	EPIC 220492298	5620.0	4.5	0.28
EPIC 220554210 c	K2-282	5499.0	4.5	-0.23
EPIC 220674823 b	EPIC 220674823	5578.0	4.408	-0.005
EPIC 220674823 c	EPIC 220674823	5578.0	4.408	-0.005
EPIC 228836835 b	EPIC 228836835	3782.0	5.0	-0.18
EPIC 229004835 b	EPIC 229004835	5868.0	4.47031	-0.12
EPIC 246851721 b	EPIC 246851721	6202.0	4.157	0.141
EPIC 248847494 b	EPIC 248847494	4898.0	3.52	-0.23
EPIC 249893012 b	EPIC 249893012	5430.0	3.99	0.2
EPIC 249893012 c	EPIC 249893012	5430.0	3.99	0.2
EPIC 249893012 d	EPIC 249893012	5430.0	3.99	0.2
FU Tau b	FU Tau	2838.0		
G 192-15 b	G 192-15	2999.0	5.12283	
G 192-15 c	G 192-15	2999.0	5.12283	
G 196-3 b	G 196-3	3517.0	4.71783	
G 261-6 b	G 261-6	2907.0	5.16515	
G 264-012 b	G 264-012	3326.0	4.85	0.1
G 264-012 c	G 264-012	3326.0	4.85	0.1
G 268-110 b	G 268-110		5.0855	
G 9-40 b	G 9-40	3395.0	4.84	-0.07
GJ 1002 b	GJ 1002	3024.0	5.1	-0.25
GJ 1002 c	GJ 1002	3024.0	5.1	-0.25
GJ 1061 b	GJ 1061	2953.0	5.15856	-0.08
GJ 1061 c	GJ 1061	2953.0	5.15856	-0.08
GJ 1061 d	GJ 1061	2953.0	5.15856	-0.08
GJ 1132 b	GJ 1132	3090.0	5.02	-0.18
GJ 1132 c	GJ 1132	3270.0	5.02	-0.31
GJ 1137 c	HD 93083	5033.8	4.23	0.13
GJ 1148 b	GJ 1148	3287.0	4.86566	0.1596
GJ 1148 c	GJ 1148	3287.0	4.86566	0.1596
GJ 1151 c	GJ 1151	3280.0	5.09	-0.12
GJ 1214 b	GJ 1214	3101.0	5.0286	0.24
GJ 1252 b	GJ 1252	3458.0	4.83	0.1
GJ 1265 b	GJ 1265	3236.0	5.09	-0.04
GJ 1289 b	GJ 1289	3296.0	4.9931	0.02
GJ 143 b	GJ 143	4640.0	4.613	0.003
GJ 15 A b	GJ 15 A	3607.0	4.87	-0.34
GJ 15 A c	GJ 15 A	3607.0	4.87	-0.34
GJ 160.2 b	GJ 160.2	4347.0	4.61312	
GJ 163 b	GJ 163	3500.0	4.81775	0.1
GJ 163 c	GJ 163	3500.0	4.81775	0.1
GJ 163 d	GJ 163	3500.0	4.81775	0.1
GJ 179 b	GJ 179	3370.0	4.83	0.3
GJ 180 b	GJ 180	3371.0	4.81473	
GJ 180 c	GJ 180	3371.0	4.81473	
GJ 180 d	GJ 180	3371.0	4.81473	
GJ 2030 b	GJ 2030	5485.0	3.71944	-0.4
